date,adj_close,adj_factor,adj_high,adj_low,adj_open,adj_volume,close,ex_dividend,high,low,open,split_ratio,volume
2017-11-13,172.603960889458,1.0,173.129799248206,172.038436616842,172.137651401512,16982080.0,173.97,0.0,174.5,173.4,173.5,1.0,16982080.0
2017-11-10,173.298464382144,0.996406160867085,174.002889353297,172.901605243466,173.73500943469,25145500.0,174.67,0.63,175.38,174.27,175.11,1.0,25145500.0
2017-11-09,173.871842073768,1.0,174.08438725256,171.163126771959,173.110633759026,29185668.0,175.88,0.0,176.095,173.14,175.11,1.0,29185668.0
2017-11-08,174.227731675466,1.0,174.227731675466,172.339539622015,172.665771756904,23907639.0,176.24,0.0,176.24,174.33,174.66,1.0,23907639.0
2017-11-07,172.814059090945,1.0,173.249035270797,171.617874596351,171.924335086701,24361485.0,174.81,0.0,175.25,173.6,173.91,1.0,24361485.0
2017-11-06,172.26045304386,1.0,172.992003891794,169.759340009708,170.396975546083,35026306.0,174.25,0.0,174.99,171.72,172.365,1.0,35026306.0
2017-11-03,170.530434146719,1.0,172.270338866129,169.166190673546,172.013307487126,59398631.0,172.5,0.0,174.26,171.12,174.0,1.0,59398631.0
2017-11-02,166.190558170464,1.0,166.576105238969,163.392870468231,165.725924523803,41393373.0,168.11,0.0,168.5,165.28,167.64,1.0,41393373.0
2017-11-01,164.9844878536,1.0,167.999663645759,163.71910260312,167.930462889874,33637762.0,166.89,0.0,169.94,165.61,169.87,1.0,33637762.0
2017-10-31,167.109939641516,1.0,167.712875941725,165.033916964947,165.982955902807,36046828.0,169.04,0.0,169.6499,166.94,167.9,1.0,36046828.0
2017-10-30,164.816428875021,1.0,166.151014881386,161.850682194208,162.018741172787,44700772.0,166.72,0.0,168.07,163.72,163.89,1.0,44700772.0
2017-10-27,161.18833210216,1.0,161.732052326976,156.887999414982,157.471262928875,44454160.0,163.05,0.0,163.6,158.7,159.29,1.0,44454160.0
2017-10-26,155.612728342232,1.0,156.027438586433,154.989921539262,155.434783541384,17000469.0,157.41,0.0,157.8295,156.78,157.23,1.0,17000469.0
2017-10-25,154.624146115295,1.0,155.751129854004,153.497162376586,155.118437228764,21207098.0,156.41,0.0,157.55,155.27,156.91,1.0,21207098.0
2017-10-24,155.306267851882,1.0,155.622614164502,154.416543847638,154.505516248062,17757230.0,157.1,0.0,157.42,156.2,156.29,1.0,17757230.0
2017-10-23,154.38688638083,1.0,155.889531365775,153.724536288782,155.098665584225,21984327.0,156.17,0.0,157.69,155.5,156.89,1.0,21984327.0
2017-10-20,154.465972958985,1.0,155.948846299391,154.179284113173,154.821862560682,23974146.0,156.25,0.0,157.75,155.96,156.61,1.0,23974146.0
2017-10-19,154.199055757712,1.0,155.286496207343,153.250016819852,154.960264072454,42584166.0,155.98,0.0,157.08,155.02,156.75,1.0,42584166.0
2017-10-18,157.935896575536,1.0,158.875049691126,157.777723419226,158.588360845314,16374164.0,159.76,0.0,160.71,159.6,160.42,1.0,16374164.0
2017-10-17,158.637789956661,1.0,159.033222847436,157.411947995259,157.955668220074,18997275.0,160.47,0.0,160.87,159.23,159.78,1.0,18997275.0
2017-10-16,158.054526442768,1.0,158.173156310001,155.849988076697,156.097133633432,24121452.0,159.88,0.0,160.0,157.65,157.9,1.0,24121452.0
2017-10-13,155.197523806919,1.0,155.484212652731,154.624146115295,154.940492427915,16394188.0,156.99,0.0,157.28,156.41,156.73,1.0,16394188.0
2017-10-12,154.218827402251,1.0,155.573185053155,153.951811342755,154.564831181679,16125054.0,156.0,0.0,157.37,155.7299,156.35,1.0,16125054.0
